id;BSSID;SSID;AvgRSSI;LocationID
6008;d8:b1:90:df:9f:ed;eduroam;-84;97
6009;d8:b1:90:df:9f:ec;LU-Events;-84;97
6010;d8:b1:90:df:9f:eb;Free Tbaytel WiFi;-84;97
6011;d8:b1:90:df:9f:ef;LU-Guest;-85;97
6012;80:e0:1d:e6:7b:3b;Free Tbaytel WiFi;-88;97
6013;d8:b1:90:df:9f:e4;Free Tbaytel WiFi;-71;97
6014;d8:b1:90:df:9f:e3;LU-Events;-72;97
6015;d8:b1:90:df:9f:e2;eduroam;-72;97
6016;a4:6c:2a:e0:20:01;LakeheadU;-64;97
6017;a4:6c:2a:e0:20:00;LU-Guest;-64;97
6018;a4:6c:2a:e0:20:03;LU-Events;-63;97
6019;a4:6c:2a:e0:20:02;eduroam;-64;97
6020;a4:6c:2a:e0:20:04;Free Tbaytel WiFi;-62;97
6021;00:1f:33:bd:d5:34;Lab1012;-77;97
6022;d8:b1:90:df:9f:e1;LakeheadU;-72;97
6023;d8:b1:90:df:9f:e0;LU-Guest;-71;97
6024;c0:c1:c0:8e:e8:c5;unavailable;-72;97
6025;a4:6c:2a:e0:20:0f;LU-Guest;-67;97
6026;a4:6c:2a:e0:20:0c;LU-Events;-66;97
6027;a4:6c:2a:e0:20:0b;Free Tbaytel WiFi;-67;97
6028;a4:6c:2a:e0:20:0e;LakeheadU;-67;97
6029;a4:6c:2a:e0:20:0d;eduroam;-66;97
6030;80:e0:1d:c2:b7:f0;LU-Guest;-76;97
6031;80:e0:1d:c2:b7:f1;LakeheadU;-74;97
6032;80:e0:1d:c2:b7:f2;eduroam;-75;97
6033;80:e0:1d:c2:b7:f3;LU-Events;-75;97
6034;80:e0:1d:da:42:2d;eduroam;-90;97
6035;80:e0:1d:c2:b7:fc;LU-Events;-82;97
6036;a2:53:22:40:4e:05;NOSMSecure;-92;97
6037;7e:a7:b0:c5:e9:67;DIRECT-cfLexmark Cheetah M-67e9;-78;97
6038;80:e0:1d:d9:e9:2c;LU-Events;-92;97
6039;a4:6c:2a:d3:f4:d2;eduroam;-87;97
6040;d8:b1:90:e1:26:a0;LU-Guest;-77;97
6041;d8:b1:90:e1:26:a2;eduroam;-76;97
6042;d8:b1:90:e1:26:a1;LakeheadU;-77;97
6043;d8:b1:90:e1:26:a4;Free Tbaytel WiFi;-76;97
6044;d8:b1:90:e1:26:a3;LU-Events;-77;97
6045;ba:5a:b0:3d:73:b1;;-80;97
6046;d8:b1:90:e1:26:ac;LU-Events;-88;97
6047;a4:6c:2a:d4:bb:0b;Free Tbaytel WiFi;-92;97
6048;80:e0:1d:ee:40:5b;Free Tbaytel WiFi;-84;97
6049;80:e0:1d:ee:40:5d;eduroam;-83;97
6050;80:e0:1d:ee:40:5c;LU-Events;-85;97
6051;80:e0:1d:ee:40:5f;LU-Guest;-86;97
6052;a4:6c:2a:d4:ba:53;LU-Events;-65;97
6053;a4:6c:2a:d4:ba:54;Free Tbaytel WiFi;-67;97
6054;a4:6c:2a:d4:ba:50;LU-Guest;-67;97
6055;a4:6c:2a:d4:ba:51;LakeheadU;-67;97
6056;a4:6c:2a:d4:ba:52;eduroam;-67;97
6057;a4:6c:2a:d4:ba:5c;LU-Events;-77;97
6058;a4:6c:2a:d4:ba:5f;LU-Guest;-82;97
6059;a4:6c:2a:d4:ba:5b;Free Tbaytel WiFi;-82;97
6060;80:e0:1d:ee:3f:63;Free Tbaytel WiFi;-75;97
6061;80:e0:1d:ee:3f:60;LakeheadU;-75;97
6062;80:e0:1d:ee:3f:61;LU-Guest;-75;97
6063;80:e0:1d:ee:3f:6d;LU-Events;-93;97
6064;80:e0:1d:ee:3f:6e;LU-Guest;-91;97
6065;9c:53:22:40:4e:05;TBAYTech;-92;97
6066;6c:5a:b0:3d:73:bf;Quanser_UVS-5G;-80;97
6067;aa:53:22:40:4e:05;NOSMConnect;-92;97
6068;6c:5a:b0:3d:73:c0;Quanser_UVS-5G;-67;97
6069;6c:5a:b0:3d:73:c1;Quanser_UVS;-68;97
6070;a4:6c:2a:e0:1f:b3;LU-Events;-73;97
6071;a4:6c:2a:e0:1f:b0;LU-Guest;-72;97
6072;a4:6c:2a:d4:bf:14;Free Tbaytel WiFi;-85;97
6073;fa:25:51:6b:06:3c;DIRECT-1C4L1EB8840EAGOSb;-81;97
6074;a4:6c:2a:e0:1f:bc;LU-Events;-84;97
6075;a4:6c:2a:e0:1f:bd;eduroam;-85;97
6076;a4:6c:2a:e0:1f:be;LakeheadU;-84;97
6077;a4:6c:2a:e0:1f:bf;LU-Guest;-85;97
6078;a4:6c:2a:e0:1f:bb;Free Tbaytel WiFi;-85;97
6079;80:e0:1d:af:1e:cc;Free Tbaytel WiFi;-93;98
6080;80:e0:1d:e6:7b:30;LU-Guest;-77;98
6081;80:e0:1d:e6:7b:33;LU-Events;-77;98
6082;80:e0:1d:e6:7b:3d;eduroam;-88;98
6083;80:e0:1d:e6:7b:3c;LU-Events;-89;98
6084;80:e0:1d:e6:7b:3f;LU-Guest;-88;98
6085;80:e0:1d:e6:7b:3e;LakeheadU;-88;98
6086;80:e0:1d:c2:b3:94;Free Tbaytel WiFi;-85;98
6087;d8:b1:90:df:9f:ee;LakeheadU;-86;98
6088;d8:b1:90:df:9f:ec;LU-Events;-86;98
6089;d8:b1:90:df:9f:eb;Free Tbaytel WiFi;-85;98
6090;d8:b1:90:df:9f:ef;LU-Guest;-86;98
6091;80:e0:1d:e6:7b:3b;Free Tbaytel WiFi;-88;98
6092;d8:b1:90:df:9f:e4;Free Tbaytel WiFi;-73;98
6093;d8:b1:90:df:9f:e3;LU-Events;-73;98
6094;d8:b1:90:df:9f:e2;eduroam;-73;98
6095;a4:6c:2a:e0:20:01;LakeheadU;-63;98
6096;a4:6c:2a:e0:20:00;LU-Guest;-63;98
6097;a4:6c:2a:e0:20:03;LU-Events;-64;98
6098;a4:6c:2a:e0:20:02;eduroam;-64;98
6099;a4:6c:2a:e0:20:04;Free Tbaytel WiFi;-59;98
6100;00:1f:33:bd:d5:34;Lab1012;-82;98
6101;d8:b1:90:df:9f:e1;LakeheadU;-75;98
6102;d8:b1:90:df:9f:e0;LU-Guest;-73;98
6103;ca:5a:b0:3d:73:c3;;-62;98
6104;a4:6c:2a:e0:20:0f;LU-Guest;-61;98
6105;a4:6c:2a:e0:20:0c;LU-Events;-60;98
6106;a4:6c:2a:e0:20:0b;Free Tbaytel WiFi;-60;98
6107;a4:6c:2a:e0:20:0e;LakeheadU;-61;98
6108;a4:6c:2a:e0:20:0d;eduroam;-61;98
6109;d8:b1:90:e1:12:b3;LU-Events;-86;98
6110;a4:6c:2a:d4:bb:04;Free Tbaytel WiFi;-78;98
6111;80:e0:1d:c2:b7:f2;eduroam;-75;98
6112;80:e0:1d:c2:b7:f4;Free Tbaytel WiFi;-75;98
6113;80:e0:1d:c2:b7:fc;LU-Events;-80;98
6114;80:e0:1d:c2:b7:fe;LakeheadU;-79;98
6115;7e:a7:b0:c5:e9:67;DIRECT-cfLexmark Cheetah M-67e9;-71;98
6116;80:e0:1d:d9:e9:2c;LU-Events;-85;98
6117;80:e0:1d:d9:e9:2e;LakeheadU;-84;98
6118;80:e0:1d:d9:e9:2b;Free Tbaytel WiFi;-84;98
6119;a4:6c:2a:d3:f4:d1;LakeheadU;-82;98
6120;a4:6c:2a:d3:f4:d4;Free Tbaytel WiFi;-83;98
6121;a4:6c:2a:d3:f4:d3;LU-Events;-84;98
6122;d8:b1:90:e1:26:a0;LU-Guest;-77;98
6123;d8:b1:90:e1:26:a2;eduroam;-78;98
6124;d8:b1:90:e1:26:a1;LakeheadU;-76;98
6125;d8:b1:90:e1:26:a4;Free Tbaytel WiFi;-76;98
6126;d8:b1:90:e1:26:a3;LU-Events;-75;98
6127;80:e0:1d:f0:90:d3;Free Tbaytel WiFi;-85;98
6128;a4:6c:2a:d4:bb:0c;LU-Events;-91;98
6129;a6:d7:3c:91:f4:6a;DIRECT-1E4P4AT2020-EPL530UGUtE;-73;98
6130;a4:6c:2a:d4:bb:0f;LU-Guest;-89;98
6131;d8:b1:90:e1:26:ac;LU-Events;-85;98
6132;d8:b1:90:e1:26:ae;LakeheadU;-86;98
6133;80:e0:1d:ee:40:5b;Free Tbaytel WiFi;-89;98
6134;80:e0:1d:ee:40:5d;eduroam;-89;98
6135;a4:6c:2a:d4:ba:53;LU-Events;-76;98
6136;a4:6c:2a:d4:ba:5f;LU-Guest;-81;98
6137;a4:6c:2a:d4:ba:5b;Free Tbaytel WiFi;-82;98
6138;80:e0:1d:ee:3f:63;Free Tbaytel WiFi;-82;98
6139;80:e0:1d:ee:3f:60;LakeheadU;-83;98
6140;80:e0:1d:c2:bb:0d;eduroam;-91;98
6141;6c:5a:b0:3d:73:bf;Quanser_UVS-5G;-85;98
6142;6c:5a:b0:3d:73:c0;Quanser_UVS-5G;-70;98
6143;6c:5a:b0:3d:73:c1;Quanser_UVS;-63;98
6144;a4:6c:2a:e0:1f:b4;Free Tbaytel WiFi;-79;98
6145;a4:6c:2a:e0:1f:bc;LU-Events;-87;98
6146;a4:6c:2a:e0:1f:bd;eduroam;-87;98
6147;a4:6c:2a:e0:1f:bf;LU-Guest;-87;98
6148;a4:6c:2a:e0:1f:bb;Free Tbaytel WiFi;-87;98
6149;80:e0:1d:af:1e:cc;Free Tbaytel WiFi;-93;99
6150;80:e0:1d:e6:7b:30;LU-Guest;-77;99
6151;80:e0:1d:e6:7b:33;LU-Events;-77;99
6152;80:e0:1d:e6:7b:3d;eduroam;-88;99
6153;80:e0:1d:e6:7b:3c;LU-Events;-89;99
6154;80:e0:1d:e6:7b:3f;LU-Guest;-88;99
6155;80:e0:1d:e6:7b:3e;LakeheadU;-88;99
6156;80:e0:1d:c2:b3:94;Free Tbaytel WiFi;-85;99
6157;d8:b1:90:df:9f:ee;LakeheadU;-86;99
6158;d8:b1:90:df:9f:ec;LU-Events;-86;99
6159;d8:b1:90:df:9f:eb;Free Tbaytel WiFi;-85;99
6160;d8:b1:90:df:9f:ef;LU-Guest;-86;99
6161;80:e0:1d:e6:7b:3b;Free Tbaytel WiFi;-88;99
6162;d8:b1:90:df:9f:e4;Free Tbaytel WiFi;-73;99
6163;d8:b1:90:df:9f:e3;LU-Events;-73;99
6164;d8:b1:90:df:9f:e2;eduroam;-73;99
6165;a4:6c:2a:e0:20:01;LakeheadU;-63;99
6166;a4:6c:2a:e0:20:00;LU-Guest;-63;99
6167;a4:6c:2a:e0:20:03;LU-Events;-64;99
6168;a4:6c:2a:e0:20:02;eduroam;-64;99
6169;a4:6c:2a:e0:20:04;Free Tbaytel WiFi;-59;99
6170;00:1f:33:bd:d5:34;Lab1012;-82;99
6171;d8:b1:90:df:9f:e1;LakeheadU;-75;99
6172;d8:b1:90:df:9f:e0;LU-Guest;-73;99
6173;ca:5a:b0:3d:73:c3;;-62;99
6174;a4:6c:2a:e0:20:0f;LU-Guest;-61;99
6175;a4:6c:2a:e0:20:0c;LU-Events;-60;99
6176;a4:6c:2a:e0:20:0b;Free Tbaytel WiFi;-60;99
6177;a4:6c:2a:e0:20:0e;LakeheadU;-61;99
6178;a4:6c:2a:e0:20:0d;eduroam;-61;99
6179;d8:b1:90:e1:12:b3;LU-Events;-86;99
6180;a4:6c:2a:d4:bb:04;Free Tbaytel WiFi;-78;99
6181;80:e0:1d:c2:b7:f2;eduroam;-75;99
6182;80:e0:1d:c2:b7:f4;Free Tbaytel WiFi;-75;99
6183;80:e0:1d:c2:b7:fc;LU-Events;-80;99
6184;80:e0:1d:c2:b7:fe;LakeheadU;-79;99
6185;7e:a7:b0:c5:e9:67;DIRECT-cfLexmark Cheetah M-67e9;-71;99
6186;80:e0:1d:d9:e9:2c;LU-Events;-85;99
6187;80:e0:1d:d9:e9:2e;LakeheadU;-84;99
6188;80:e0:1d:d9:e9:2b;Free Tbaytel WiFi;-84;99
6189;a4:6c:2a:d3:f4:d1;LakeheadU;-82;99
6190;a4:6c:2a:d3:f4:d4;Free Tbaytel WiFi;-83;99
6191;a4:6c:2a:d3:f4:d3;LU-Events;-84;99
6192;d8:b1:90:e1:26:a0;LU-Guest;-77;99
6193;d8:b1:90:e1:26:a2;eduroam;-78;99
6194;d8:b1:90:e1:26:a1;LakeheadU;-76;99
6195;d8:b1:90:e1:26:a4;Free Tbaytel WiFi;-76;99
6196;d8:b1:90:e1:26:a3;LU-Events;-75;99
6197;80:e0:1d:f0:90:d3;Free Tbaytel WiFi;-85;99
6198;a4:6c:2a:d4:bb:0c;LU-Events;-91;99
6199;a6:d7:3c:91:f4:6a;DIRECT-1E4P4AT2020-EPL530UGUtE;-73;99
6200;a4:6c:2a:d4:bb:0f;LU-Guest;-89;99
6201;d8:b1:90:e1:26:ac;LU-Events;-85;99
6202;d8:b1:90:e1:26:ae;LakeheadU;-86;99
6203;80:e0:1d:ee:40:5b;Free Tbaytel WiFi;-89;99
6204;80:e0:1d:ee:40:5d;eduroam;-89;99
6205;a4:6c:2a:d4:ba:53;LU-Events;-76;99
6206;a4:6c:2a:d4:ba:5f;LU-Guest;-81;99
6207;a4:6c:2a:d4:ba:5b;Free Tbaytel WiFi;-82;99
6208;80:e0:1d:ee:3f:63;Free Tbaytel WiFi;-82;99
6209;80:e0:1d:ee:3f:60;LakeheadU;-83;99
6210;80:e0:1d:c2:bb:0d;eduroam;-91;99
6211;6c:5a:b0:3d:73:bf;Quanser_UVS-5G;-85;99
6212;6c:5a:b0:3d:73:c0;Quanser_UVS-5G;-70;99
6213;6c:5a:b0:3d:73:c1;Quanser_UVS;-63;99
6214;a4:6c:2a:e0:1f:b4;Free Tbaytel WiFi;-79;99
6215;a4:6c:2a:e0:1f:bc;LU-Events;-87;99
6216;a4:6c:2a:e0:1f:bd;eduroam;-87;99
6217;a4:6c:2a:e0:1f:bf;LU-Guest;-87;99
6218;a4:6c:2a:e0:1f:bb;Free Tbaytel WiFi;-87;99
6219;ac:7a:56:c8:62:0a;;-91;100
6220;ac:7a:56:c8:62:0d;;-92;100
6221;80:e0:1d:af:1e:cc;Free Tbaytel WiFi;-92;100
6222;ac:7a:56:c8:62:04;;-80;100
6223;ac:7a:56:c8:62:05;;-80;100
6224;80:e0:1d:e6:7b:32;eduroam;-78;100
6225;80:e0:1d:e6:7b:31;LakeheadU;-78;100
6226;80:e0:1d:e6:7b:3d;eduroam;-91;100
6227;80:e0:1d:e6:7b:3c;LU-Events;-92;100
6228;80:e0:1d:e6:7b:3f;LU-Guest;-92;100
6229;d8:b1:90:df:9f:ee;LakeheadU;-87;100
6230;80:e0:1d:c2:b3:92;eduroam;-86;100
6231;d8:b1:90:df:9f:ec;LU-Events;-87;100
6232;80:e0:1d:e6:7b:3b;Free Tbaytel WiFi;-92;100
6233;d8:b1:90:df:9f:e4;Free Tbaytel WiFi;-68;100
6234;d8:b1:90:df:9f:e3;LU-Events;-67;100
6235;d8:b1:90:df:9f:e2;eduroam;-66;100
6236;a4:6c:2a:e0:20:01;LakeheadU;-67;100
6237;a4:6c:2a:e0:20:00;LU-Guest;-49;100
6238;a4:6c:2a:e0:20:03;LU-Events;-49;100
6239;a4:6c:2a:e0:20:02;eduroam;-49;100
6240;a4:6c:2a:e0:20:04;Free Tbaytel WiFi;-53;100
6241;00:1f:33:bd:d5:34;Lab1012;-73;100
6242;d8:b1:90:df:9f:e1;LakeheadU;-67;100
6243;d8:b1:90:df:9f:e0;LU-Guest;-67;100
6244;c0:c1:c0:8e:e8:c5;unavailable;-64;100
6245;a4:6c:2a:e0:20:0f;LU-Guest;-59;100
6246;a4:6c:2a:e0:20:0c;LU-Events;-59;100
6247;a4:6c:2a:e0:20:0b;Free Tbaytel WiFi;-59;100
6248;a4:6c:2a:e0:20:0e;LakeheadU;-59;100
6249;a4:6c:2a:e0:20:0d;eduroam;-59;100
6250;a4:6c:2a:d4:bb:03;LU-Events;-76;100
6251;a4:6c:2a:d4:bb:00;LU-Guest;-76;100
6252;80:e0:1d:c2:b7:f0;LU-Guest;-75;100
6253;a4:6c:2a:d4:bb:02;eduroam;-76;100
6254;80:e0:1d:c2:b7:f4;Free Tbaytel WiFi;-75;100
6255;80:e0:1d:af:1e:c1;LU-Guest;-88;100
6256;80:e0:1d:c2:b7:fc;LU-Events;-83;100
6257;80:e0:1d:c2:b7:fe;LakeheadU;-82;100
6258;80:e0:1d:e6:9b:f1;LakeheadU;-84;100
6259;7e:a7:b0:c5:e9:67;DIRECT-cfLexmark Cheetah M-67e9;-71;100
6260;80:e0:1d:d9:e9:2c;LU-Events;-87;100
6261;80:e0:1d:d9:e9:2e;LakeheadU;-86;100
6262;a4:6c:2a:d3:f4:d1;LakeheadU;-82;100
6263;5a:d3:ae:c6:79:d8;茉莉喵的布偶猫爪🐱;-93;100
6264;a4:6c:2a:d3:f4:d4;Free Tbaytel WiFi;-81;100
6265;a4:6c:2a:d3:f4:d2;eduroam;-82;100
6266;a4:6c:2a:d3:f4:d3;LU-Events;-82;100
6267;80:e0:1d:af:21:10;LU-Guest;-87;100
6268;80:e0:1d:ee:40:54;Free Tbaytel WiFi;-80;100
6269;d8:b1:90:e1:26:a0;LU-Guest;-72;100
6270;d8:b1:90:e1:26:a2;eduroam;-73;100
6271;d8:b1:90:e1:26:a1;LakeheadU;-75;100
6272;d8:b1:90:e1:26:a4;Free Tbaytel WiFi;-71;100
6273;d8:b1:90:e1:26:a3;LU-Events;-74;100
6274;06:31:47:b2:5e:66;EBF1E5E6;-86;100
6275;a4:6c:2a:d4:bb:0e;LakeheadU;-89;100
6276;d8:b1:90:e1:26:ae;LakeheadU;-85;100
6277;a4:6c:2a:d4:ba:53;LU-Events;-72;100
6278;a4:6c:2a:d4:ba:54;Free Tbaytel WiFi;-70;100
6279;a4:6c:2a:d4:ba:50;LU-Guest;-72;100
6280;a4:6c:2a:d4:ba:52;eduroam;-70;100
6281;a4:6c:2a:d4:ba:5f;LU-Guest;-80;100
6282;a4:6c:2a:d4:ba:5b;Free Tbaytel WiFi;-82;100
6283;a6:d7:3c:91:01:1c;DIRECT-1E48vEB2448B9GO7D;-78;100
6284;80:e0:1d:ee:3f:63;Free Tbaytel WiFi;-84;100
6285;d8:b1:90:e1:2d:a3;LU-Events;-90;100
6286;80:e0:1d:d9:e8:33;Free Tbaytel WiFi;-80;100
6287;80:e0:1d:d9:e8:31;LU-Guest;-79;100
6288;80:e0:1d:d9:e8:32;LU-Events;-81;100
6289;6c:5a:b0:3d:73:bf;Quanser_UVS-5G;-80;100
6290;6c:5a:b0:3d:73:c0;Quanser_UVS-5G;-66;100
6291;6c:5a:b0:3d:73:c1;Quanser_UVS;-68;100
6292;a4:6c:2a:e0:1f:b0;LU-Guest;-79;100
6293;a4:6c:2a:e0:1f:bc;LU-Events;-90;100
6294;a4:6c:2a:e0:1f:be;LakeheadU;-89;100
6295;a4:6c:2a:e0:1f:bf;LU-Guest;-90;100
6296;a4:6c:2a:e0:1f:bb;Free Tbaytel WiFi;-89;100
6297;ac:7a:56:c8:62:0a;;-91;101
6298;ac:7a:56:c8:62:0d;;-92;101
6299;80:e0:1d:af:1e:cc;Free Tbaytel WiFi;-92;101
6300;ac:7a:56:c8:62:04;;-80;101
6301;ac:7a:56:c8:62:05;;-80;101
6302;80:e0:1d:e6:7b:32;eduroam;-78;101
6303;80:e0:1d:e6:7b:31;LakeheadU;-78;101
6304;80:e0:1d:e6:7b:3d;eduroam;-91;101
6305;80:e0:1d:e6:7b:3c;LU-Events;-92;101
6306;80:e0:1d:e6:7b:3f;LU-Guest;-92;101
6307;d8:b1:90:df:9f:ee;LakeheadU;-87;101
6308;80:e0:1d:c2:b3:92;eduroam;-86;101
6309;d8:b1:90:df:9f:ec;LU-Events;-87;101
6310;80:e0:1d:e6:7b:3b;Free Tbaytel WiFi;-92;101
6311;d8:b1:90:df:9f:e4;Free Tbaytel WiFi;-68;101
6312;d8:b1:90:df:9f:e3;LU-Events;-67;101
6313;d8:b1:90:df:9f:e2;eduroam;-66;101
6314;a4:6c:2a:e0:20:01;LakeheadU;-67;101
6315;a4:6c:2a:e0:20:00;LU-Guest;-49;101
6316;a4:6c:2a:e0:20:03;LU-Events;-49;101
6317;a4:6c:2a:e0:20:02;eduroam;-49;101
6318;a4:6c:2a:e0:20:04;Free Tbaytel WiFi;-53;101
6319;00:1f:33:bd:d5:34;Lab1012;-73;101
6320;d8:b1:90:df:9f:e1;LakeheadU;-67;101
6321;d8:b1:90:df:9f:e0;LU-Guest;-67;101
6322;c0:c1:c0:8e:e8:c5;unavailable;-64;101
6323;a4:6c:2a:e0:20:0f;LU-Guest;-59;101
6324;a4:6c:2a:e0:20:0c;LU-Events;-59;101
6325;a4:6c:2a:e0:20:0b;Free Tbaytel WiFi;-59;101
6326;a4:6c:2a:e0:20:0e;LakeheadU;-59;101
6327;a4:6c:2a:e0:20:0d;eduroam;-59;101
6328;a4:6c:2a:d4:bb:03;LU-Events;-76;101
6329;a4:6c:2a:d4:bb:00;LU-Guest;-76;101
6330;80:e0:1d:c2:b7:f0;LU-Guest;-75;101
6331;a4:6c:2a:d4:bb:02;eduroam;-76;101
6332;80:e0:1d:c2:b7:f4;Free Tbaytel WiFi;-75;101
6333;80:e0:1d:af:1e:c1;LU-Guest;-88;101
6334;80:e0:1d:c2:b7:fc;LU-Events;-83;101
6335;80:e0:1d:c2:b7:fe;LakeheadU;-82;101
6336;80:e0:1d:e6:9b:f1;LakeheadU;-84;101
6337;7e:a7:b0:c5:e9:67;DIRECT-cfLexmark Cheetah M-67e9;-71;101
6338;80:e0:1d:d9:e9:2c;LU-Events;-87;101
6339;80:e0:1d:d9:e9:2e;LakeheadU;-86;101
6340;a4:6c:2a:d3:f4:d1;LakeheadU;-82;101
6341;5a:d3:ae:c6:79:d8;茉莉喵的布偶猫爪🐱;-93;101
6342;a4:6c:2a:d3:f4:d4;Free Tbaytel WiFi;-81;101
6343;a4:6c:2a:d3:f4:d2;eduroam;-82;101
6344;a4:6c:2a:d3:f4:d3;LU-Events;-82;101
6345;80:e0:1d:af:21:10;LU-Guest;-87;101
6346;80:e0:1d:ee:40:54;Free Tbaytel WiFi;-80;101
6347;d8:b1:90:e1:26:a0;LU-Guest;-72;101
6348;d8:b1:90:e1:26:a2;eduroam;-73;101
6349;d8:b1:90:e1:26:a1;LakeheadU;-75;101
6350;d8:b1:90:e1:26:a4;Free Tbaytel WiFi;-71;101
6351;d8:b1:90:e1:26:a3;LU-Events;-74;101
6352;06:31:47:b2:5e:66;EBF1E5E6;-86;101
6353;a4:6c:2a:d4:bb:0e;LakeheadU;-89;101
6354;d8:b1:90:e1:26:ae;LakeheadU;-85;101
6355;a4:6c:2a:d4:ba:53;LU-Events;-72;101
6356;a4:6c:2a:d4:ba:54;Free Tbaytel WiFi;-70;101
6357;a4:6c:2a:d4:ba:50;LU-Guest;-72;101
6358;a4:6c:2a:d4:ba:52;eduroam;-70;101
6359;a4:6c:2a:d4:ba:5f;LU-Guest;-80;101
6360;a4:6c:2a:d4:ba:5b;Free Tbaytel WiFi;-82;101
6361;a6:d7:3c:91:01:1c;DIRECT-1E48vEB2448B9GO7D;-78;101
6362;80:e0:1d:ee:3f:63;Free Tbaytel WiFi;-84;101
6363;d8:b1:90:e1:2d:a3;LU-Events;-90;101
6364;80:e0:1d:d9:e8:33;Free Tbaytel WiFi;-80;101
6365;80:e0:1d:d9:e8:31;LU-Guest;-79;101
6366;80:e0:1d:d9:e8:32;LU-Events;-81;101
6367;6c:5a:b0:3d:73:bf;Quanser_UVS-5G;-80;101
6368;6c:5a:b0:3d:73:c0;Quanser_UVS-5G;-66;101
6369;6c:5a:b0:3d:73:c1;Quanser_UVS;-68;101
6370;a4:6c:2a:e0:1f:b0;LU-Guest;-79;101
6371;a4:6c:2a:e0:1f:bc;LU-Events;-90;101
6372;a4:6c:2a:e0:1f:be;LakeheadU;-89;101
6373;a4:6c:2a:e0:1f:bf;LU-Guest;-90;101
6374;a4:6c:2a:e0:1f:bb;Free Tbaytel WiFi;-89;101
6375;ac:7a:56:c8:62:0f;LakeheadU;-89;102
6376;ac:7a:56:c8:62:0a;;-91;102
6377;ac:7a:56:c8:62:0d;;-92;102
6378;d8:b1:90:e1:29:dc;LU-Events;-91;102
6379;d8:b1:90:e1:29:df;LU-Guest;-91;102
6380;80:e0:1d:af:1e:cc;Free Tbaytel WiFi;-92;102
6381;80:e0:1d:af:1e:cb;eduroam;-91;102
6382;ac:7a:56:c8:62:04;;-80;102
6383;80:e0:1d:af:1e:cd;LU-Events;-89;102
6384;ac:7a:56:c8:62:05;;-80;102
6385;80:e0:1d:e6:7b:32;eduroam;-78;102
6386;80:e0:1d:e6:7b:31;LakeheadU;-78;102
6387;80:e0:1d:e6:7b:34;Free Tbaytel WiFi;-77;102
6388;80:e0:1d:e6:7b:3d;eduroam;-91;102
6389;80:e0:1d:e6:7b:3c;LU-Events;-92;102
6390;80:e0:1d:e6:7b:3f;LU-Guest;-92;102
6391;d8:b1:90:df:9f:ee;LakeheadU;-77;102
6392;d8:b1:90:df:9f:ed;eduroam;-78;102
6393;80:e0:1d:c2:b3:92;eduroam;-86;102
6394;d8:b1:90:df:9f:ec;LU-Events;-79;102
6395;d8:b1:90:df:9f:eb;Free Tbaytel WiFi;-78;102
6396;d8:b1:90:df:9f:ef;LU-Guest;-77;102
6397;80:e0:1d:e6:7b:3b;Free Tbaytel WiFi;-92;102
6398;d8:b1:90:df:9f:e4;Free Tbaytel WiFi;-66;102
6399;d8:b1:90:df:9f:e3;LU-Events;-65;102
6400;d8:b1:90:df:9f:e2;eduroam;-65;102
6401;a4:6c:2a:e0:20:01;LakeheadU;-44;102
6402;a4:6c:2a:e0:20:00;LU-Guest;-44;102
6403;a4:6c:2a:e0:20:03;LU-Events;-40;102
6404;a4:6c:2a:e0:20:02;eduroam;-43;102
6405;a4:6c:2a:e0:20:04;Free Tbaytel WiFi;-40;102
6406;00:1f:33:bd:d5:34;Lab1012;-78;102
6407;d8:b1:90:df:9f:e1;LakeheadU;-65;102
6408;d8:b1:90:df:9f:e0;LU-Guest;-65;102
6409;ca:5a:b0:3d:73:c3;;-67;102
6410;c0:c1:c0:8e:e8:c5;unavailable;-63;102
6411;a4:6c:2a:e0:20:0f;LU-Guest;-53;102
6412;a4:6c:2a:e0:20:0c;LU-Events;-54;102
6413;a4:6c:2a:e0:20:0b;Free Tbaytel WiFi;-54;102
6414;a4:6c:2a:e0:20:0e;LakeheadU;-53;102
6415;a4:6c:2a:e0:20:0d;eduroam;-55;102
6416;d8:b1:90:e1:12:b3;LU-Events;-86;102
6417;a4:6c:2a:d4:bb:03;LU-Events;-77;102
6418;a4:6c:2a:d4:bb:04;Free Tbaytel WiFi;-76;102
6419;ae:53:22:40:4e:04;NOSMConnect24;-87;102
6420;a4:6c:2a:d4:bb:00;LU-Guest;-77;102
6421;80:e0:1d:c2:b7:f0;LU-Guest;-70;102
6422;a4:6c:2a:d4:bb:01;LakeheadU;-78;102
6423;80:e0:1d:c2:b7:f1;LakeheadU;-73;102
6424;a4:6c:2a:d4:bb:02;eduroam;-77;102
6425;80:e0:1d:c2:b7:f2;eduroam;-73;102
6426;80:e0:1d:c2:b7:f3;LU-Events;-72;102
6427;80:e0:1d:c2:b7:f4;Free Tbaytel WiFi;-73;102
6428;80:e0:1d:af:1e:c1;LU-Guest;-88;102
6429;80:e0:1d:af:1e:c4;eduroam;-83;102
6430;80:e0:1d:c2:b7:fc;LU-Events;-82;102
6431;80:e0:1d:c2:b7:fe;LakeheadU;-83;102
6432;80:e0:1d:e6:9b:f1;LakeheadU;-84;102
6433;80:e0:1d:e6:9b:f2;eduroam;-86;102
6434;a4:6c:2a:d3:f4:df;LU-Guest;-93;102
